gene_id,gene_name
ENSG00000248537.1,AC091906.1
ENSG00000272417.1,AC034229.4
ENSG00000248968.1,AC012640.1
ENSG00000271980.1,AC012640.4
ENSG00000259802.1,AC012640.2
ENSG00000278865.1,AC012629.2
ENSG00000251423.3,AC016576.1
ENSG00000261360.1,AC010491.1
ENSG00000272057.1,AC016575.1
ENSG00000250448.1,AC092335.1
ENSG00000250415.1,AC022113.1
ENSG00000271892.1,AC026790.1
ENSG00000249174.1,AC106744.1
ENSG00000249359.3,AC093274.1
ENSG00000272130.1,AC091946.2
ENSG00000253766.1,AC091946.1
ENSG00000251294.1,AC091885.2
ENSG00000251654.2,AC099499.1
ENSG00000251033.1,AC113347.4
ENSG00000250453.2,AC008825.1
ENSG00000254138.1,AC113386.1
ENSG00000250764.1,AC025178.1
ENSG00000272086.1,AC025181.2
ENSG00000250697.2,AC010343.3
ENSG00000249572.1,AC034231.1
ENSG00000248969.1,AC137810.1
ENSG00000274441.1,AC008957.2
ENSG00000250155.2,AC008957.1
ENSG00000272103.2,AC026741.1
ENSG00000248533.1,AC034226.1
ENSG00000251189.1,AC010425.1
ENSG00000272234.1,AC008945.1
ENSG00000271788.1,AC008875.1
ENSG00000251131.2,AC025171.3
ENSG00000215068.8,AC025171.2
ENSG00000272144.1,AC025171.4
ENSG00000261604.1,AC114947.2
ENSG00000249492.2,AC114956.2
ENSG00000248240.1,AC114956.1
ENSG00000249276.1,AC104119.1
ENSG00000250418.1,AC093292.1
ENSG00000248779.1,AC093297.1
ENSG00000272335.1,AC093297.2
ENSG00000248148.1,AC114954.1
ENSG00000250122.1,AC122694.1
ENSG00000248898.3,AC022126.1
ENSG00000249899.6,AC025180.1
ENSG00000272123.1,AC008966.2
ENSG00000247796.3,AC008966.1
ENSG00000272416.1,AC025175.1
ENSG00000251307.1,AC026704.1
ENSG00000249236.2,AC008892.1
ENSG00000237705.1,AC008937.2
ENSG00000235635.1,AC016644.1
ENSG00000250961.2,AC025470.2
ENSG00000287709.1,AC008780.1
ENSG00000248475.5,AC016642.1
ENSG00000247345.2,AC092343.1
ENSG00000248529.5,AC026746.1
ENSG00000272370.1,AC092354.2
ENSG00000272354.1,AC092354.1
ENSG00000252904.1,AC010359.1
ENSG00000251206.1,AC010420.1
ENSG00000249364.6,AC112206.2
ENSG00000250421.5,AC106798.1
ENSG00000248884.1,AC010280.2
ENSG00000248359.2,AC010280.1
ENSG00000249335.2,AC093523.1
ENSG00000248664.1,AC010273.2
ENSG00000220986.1,AC010273.1
ENSG00000249295.1,AC145146.1
ENSG00000249085.1,AC035140.1
ENSG00000272081.1,AC008972.2
ENSG00000249743.6,AC116345.1
ENSG00000212363.1,AC010501.1
ENSG00000249856.1,AC116337.3
ENSG00000247372.2,AC008897.2
ENSG00000272040.1,AC010245.2
ENSG00000248127.1,AC026774.1
ENSG00000250348.1,AC113404.1
ENSG00000225407.3,AC025188.1
ENSG00000285000.1,AC008581.2
ENSG00000284762.1,AC022414.1
ENSG00000250258.1,AC008496.2
ENSG00000251675.1,AC010260.1
ENSG00000249042.6,AC008771.1
ENSG00000249483.1,AC026726.1
ENSG00000271862.1,AC104118.1
ENSG00000249061.1,AC109492.1
ENSG00000285190.1,AC018754.1
ENSG00000271904.1,AC091826.2
ENSG00000250377.2,AC008525.1
ENSG00000249776.5,AC124854.1
ENSG00000249984.1,AC026780.2
ENSG00000251361.1,AC012625.1
ENSG00000249175.1,AC008534.1
ENSG00000250240.6,AC008840.1
ENSG00000272021.1,AC008592.4
ENSG00000251314.2,AC104123.1
ENSG00000250955.1,AC008592.2
ENSG00000248734.2,AC008906.1
ENSG00000272109.2,AC008906.2
ENSG00000247121.7,AC009126.1
ENSG00000248758.1,AC008883.1
ENSG00000279232.2,AC008522.1
ENSG00000247877.7,AC021086.1
ENSG00000251574.8,AC099520.1
ENSG00000250383.1,AC008871.1
ENSG00000249476.2,AC008467.1
ENSG00000253613.2,AC008572.1
ENSG00000248268.1,AC010275.1
ENSG00000251187.5,AC010261.2
ENSG00000251076.1,AC104126.1
ENSG00000258864.1,AC008575.1
ENSG00000232633.4,AC079465.1
ENSG00000246316.8,AC010230.1
ENSG00000249249.2,AC010226.1
ENSG00000272265.1,AC034236.3
ENSG00000271918.1,AC034236.2
ENSG00000250015.1,AC018752.1
ENSG00000249150.2,AC010267.1
ENSG00000249426.1,AC093206.1
ENSG00000249494.6,AC008629.1
ENSG00000251293.1,AC008574.1
ENSG00000261036.2,AC113418.1
ENSG00000248927.1,AC114284.1
ENSG00000229855.9,AC008568.1
ENSG00000247311.3,AC010255.1
ENSG00000272139.1,AC113349.2
ENSG00000249916.1,AC119150.1
ENSG00000248296.1,AC025465.1
ENSG00000249112.1,AC112196.1
ENSG00000250602.6,AC093535.1
ENSG00000283897.2,AC011416.3
ENSG00000248799.1,AC022118.1
ENSG00000250603.1,AC068658.1
ENSG00000251680.6,AC008591.1
ENSG00000273217.1,AC008695.1
ENSG00000281938.2,AC034228.3
ENSG00000231585.1,AC034228.1
ENSG00000230612.3,AC004039.1
ENSG00000248245.1,AC010307.2
ENSG00000249478.1,AC010307.3
ENSG00000250244.5,AC010307.4
ENSG00000271737.1,AC008608.2
ENSG00000272772.1,AC104109.3
ENSG00000248559.1,AC109454.2
ENSG00000250564.2,AC109454.3
ENSG00000250994.1,AC005355.1
ENSG00000270021.1,AC026691.1
ENSG00000254239.1,AC002428.2
ENSG00000250159.7,AC106791.1
ENSG00000246323.2,AC113382.1
ENSG00000253404.1,AC034243.1
ENSG00000249593.6,AC011405.1
ENSG00000272742.1,AC135457.1
ENSG00000272255.1,AC113361.1
ENSG00000249526.1,AC008667.1
ENSG00000253965.1,AC008438.2
ENSG00000249637.2,AC008438.1
ENSG00000279726.2,AC005609.5
ENSG00000279047.4,AC244517.5
ENSG00000272154.5,AC244517.2
ENSG00000272108.1,AC244517.1
ENSG00000280029.4,AC244517.11
ENSG00000280336.1,AC244517.12
ENSG00000279068.1,AC244517.6
ENSG00000279983.1,AC244517.10
ENSG00000272070.1,AC005618.1
ENSG00000273557.1,AC008781.2
ENSG00000228737.2,AC008781.1
ENSG00000271871.1,AC005740.4
ENSG00000254099.1,AC005740.3
ENSG00000249429.1,AC016598.1
ENSG00000251031.2,AC132803.1
ENSG00000250842.1,AC137770.1
ENSG00000248125.2,AC008700.1
ENSG00000251556.1,AC091887.1
ENSG00000250025.2,AC011396.2
ENSG00000250407.1,AC008728.1
ENSG00000272239.1,AC011373.1
ENSG00000283653.1,AC091948.1
ENSG00000251330.3,AC114939.1
ENSG00000248647.2,AC012613.1
ENSG00000253852.1,AC011383.1
ENSG00000271795.1,AC011337.1
ENSG00000260581.1,AC011374.1
ENSG00000272112.1,AC011374.2
ENSG00000253921.1,AC091982.1
ENSG00000254163.1,AC025434.1
ENSG00000254246.1,AC011377.1
ENSG00000253980.1,AC010609.1
ENSG00000253653.1,AC009185.1
ENSG00000248544.2,AC008676.1
ENSG00000253673.1,AC025437.4
ENSG00000254350.1,AC091979.1
ENSG00000254135.3,AC091939.1
ENSG00000252458.1,AC134043.1
ENSG00000249738.10,AC008691.1
ENSG00000253687.1,AC008456.1
ENSG00000254391.1,AC011363.1
ENSG00000253403.1,AC091944.1
ENSG00000254186.3,AC113414.1
ENSG00000253331.1,AC008662.1
ENSG00000241956.10,AC109466.1
ENSG00000253693.1,AC008415.1
ENSG00000254171.1,AC114321.1
ENSG00000253713.1,AC091819.2
ENSG00000254365.1,AC091820.2
ENSG00000254187.1,AC008708.2
ENSG00000253660.1,AC008464.1
ENSG00000253925.1,AC011369.1
ENSG00000254192.1,AC011365.1
ENSG00000248965.1,AC011389.1
ENSG00000253736.3,AC022217.3
ENSG00000204758.8,AC008429.1
ENSG00000254295.1,AC008429.3
ENSG00000253968.2,AC016573.1
ENSG00000253141.2,AC008632.1
ENSG00000251670.1,AC113346.2
ENSG00000250992.2,AC139491.3
ENSG00000248469.1,AC139491.1
ENSG00000285476.1,AC139491.7
ENSG00000251458.1,AC139491.4
ENSG00000250909.1,AC138956.1
ENSG00000251414.1,AC138956.2
ENSG00000248484.1,AC113391.1
ENSG00000251446.1,AC113391.2
ENSG00000247679.3,AC139795.2
ENSG00000249849.1,AC138819.1
ENSG00000249109.1,AC140125.2
ENSG00000250101.1,AC106795.3
ENSG00000254035.1,AC104117.3
ENSG00000253652.1,AC136628.4
ENSG00000250999.2,AC136604.2
ENSG00000245317.2,AC008393.1
ENSG00000248367.1,AC008610.1
ENSG00000250222.2,AC008443.4
ENSG00000286310.1,AC008443.6
ENSG00000274525.1,AC008443.5
ENSG00000238035.8,AC138035.1
ENSG00000229852.4,AC019205.1
ENSG00000232325.4,AC093627.1
ENSG00000242474.3,AC093627.5
ENSG00000240859.3,AC093627.4
ENSG00000240093.1,AC093627.3
ENSG00000234471.1,AC147651.1
ENSG00000273151.1,AC073957.3
ENSG00000225146.1,AC073957.1
ENSG00000224079.1,AC091729.1
ENSG00000226291.1,AC091729.2
ENSG00000273230.1,AC102953.2
ENSG00000176349.11,AC104129.1
ENSG00000217455.8,AC073316.1
ENSG00000188365.3,AC092171.1
ENSG00000272953.1,AC092171.4
ENSG00000234432.4,AC092171.3
ENSG00000273084.1,AC092171.5
ENSG00000232581.1,AC079742.1
ENSG00000228010.6,AC073343.2
ENSG00000272732.1,AC004982.1
ENSG00000272745.1,AC004948.1
ENSG00000233264.2,AC006042.2
ENSG00000229970.3,AC007128.1
ENSG00000278254.4,AC004852.2
ENSG00000234710.2,AC060834.2
ENSG00000230435.1,AC004160.2
ENSG00000226690.8,AC013470.2
ENSG00000229618.3,AC011287.1
ENSG00000237713.1,AC011287.2
ENSG00000226323.1,AC006150.1
ENSG00000237070.1,AC005550.2
ENSG00000229379.1,AC006041.1
ENSG00000272361.2,AC005014.2
ENSG00000235837.1,AC073333.1
ENSG00000237773.7,AC073332.1
ENSG00000283321.1,AC019117.1
ENSG00000229533.1,AC003986.1
ENSG00000223838.2,AC007091.1
ENSG00000237921.2,AC004543.1
ENSG00000267055.1,AC007001.1
ENSG00000200753.1,AC004130.1
ENSG00000232949.2,AC002480.2
ENSG00000226816.3,AC005082.1
ENSG00000228944.1,AC004485.1
ENSG00000223561.7,AC005165.1
ENSG00000225792.2,AC004540.2
ENSG00000214870.9,AC004540.1
ENSG00000224322.2,AC004009.1
ENSG00000228421.2,AC005013.1
ENSG00000285081.1,AC004593.1
ENSG00000223813.3,AC007255.1
ENSG00000231519.1,AC007285.1
ENSG00000281593.1,AC006978.2
ENSG00000281039.1,AC005154.5
ENSG00000250424.4,AC004691.2
ENSG00000251999.1,AC018645.2
ENSG00000272905.1,AC018648.1
ENSG00000233219.1,AC008080.3
ENSG00000236212.2,AC009262.1
ENSG00000271122.1,AC018647.2
ENSG00000227544.10,AC018647.1
ENSG00000232930.2,AC083864.2
ENSG00000260070.1,AC006960.3
ENSG00000237400.1,AC006960.2
ENSG00000272984.1,AC007349.4
ENSG00000229424.1,AC007349.1
ENSG00000272908.1,AC006033.2
ENSG00000227172.2,AC011290.1
ENSG00000259826.1,AC072061.1
ENSG00000231539.1,AC010132.1
ENSG00000261019.1,AC010132.4
ENSG00000256646.8,AC010132.3
ENSG00000232006.9,AC005537.1
ENSG00000228680.1,AC004692.2
ENSG00000228434.1,AC004951.1
ENSG00000272768.1,AC004854.2
ENSG00000225537.1,AC073325.1
ENSG00000229628.1,AC073115.1
ENSG00000237760.1,AC023669.2
ENSG00000233539.5,AC011294.1
ENSG00000232072.1,AC004870.4
ENSG00000229192.6,AC004870.3
ENSG00000201133.1,AC004830.1
ENSG00000229403.1,AC005999.1
ENSG00000228735.1,AC011228.1
ENSG00000223475.1,AC099681.1
ENSG00000249773.3,AC092647.5
ENSG00000260653.6,AC237221.1
ENSG00000236574.1,AC092634.5
ENSG00000227910.1,AC092634.3
ENSG00000229881.1,AC091685.1
ENSG00000189316.3,AC073349.1
ENSG00000282381.1,AC104073.4
ENSG00000249319.2,AC068533.4
ENSG00000234185.2,AC068533.3
ENSG00000244510.2,AC008267.5
ENSG00000284461.2,AC027644.4
ENSG00000272831.1,AC027644.3
ENSG00000273448.1,AC006480.2
ENSG00000233423.1,AC005482.1
ENSG00000236531.2,AC006013.1
ENSG00000226829.2,AC093655.1
ENSG00000225718.2,AC092100.1
ENSG00000272843.1,AC211476.2
ENSG00000277675.1,AC211486.5
ENSG00000250990.1,AC098851.1
ENSG00000232756.1,AC004990.1
ENSG00000281120.1,AC006355.2
ENSG00000234223.2,AC003988.1
ENSG00000232667.10,AC004862.1
ENSG00000235139.2,AC003984.1
ENSG00000261462.1,AC004023.1
ENSG00000224046.2,AC005076.1
ENSG00000228113.7,AC003991.1
ENSG00000227863.3,AC002383.1
ENSG00000238358.2,AC004969.1
ENSG00000225498.1,AC002064.1
ENSG00000223969.6,AC002456.1
ENSG00000243144.7,AC079760.2
ENSG00000235450.1,AC079760.1
ENSG00000223665.1,AC000058.1
ENSG00000244055.2,AC007566.1
ENSG00000278959.1,AC006378.1
ENSG00000285090.1,AC002074.1
ENSG00000231170.7,AC002451.1
ENSG00000272950.1,AC093799.1
ENSG00000284523.2,AC004834.1
ENSG00000284292.1,AC004922.1
ENSG00000272647.3,AC005020.2
ENSG00000273407.1,AC069294.1
ENSG00000235713.1,AC004522.2
ENSG00000242798.1,AC073842.2
ENSG00000235077.1,AC073842.1
ENSG00000225807.2,AC069281.1
ENSG00000274993.1,AC254629.1
ENSG00000239480.1,AC073517.1
ENSG00000270249.2,AC093668.1
ENSG00000205236.6,AC105052.1
ENSG00000267645.5,AC105052.3
ENSG00000234715.2,AC005064.1
ENSG00000237513.2,AC007384.1
ENSG00000272918.1,AC005070.3
ENSG00000242154.1,AC004884.2
ENSG00000272604.1,AC073073.2
ENSG00000273320.1,AC007032.1
ENSG00000238832.1,AC004839.1
ENSG00000241764.4,AC002467.1
ENSG00000273055.1,AC005046.1
ENSG00000225647.2,AC005487.1
ENSG00000229603.1,AC004014.1
ENSG00000234273.1,AC073071.1
ENSG00000226851.1,AC004112.1
ENSG00000223646.2,AC002463.1
ENSG00000242072.1,AC092590.1
ENSG00000237813.4,AC002066.1
ENSG00000228368.1,AC106873.1
ENSG00000286390.1,AC002465.1
ENSG00000083622.8,AC000061.1
ENSG00000234826.1,AC003084.1
ENSG00000233417.2,AC004946.1
ENSG00000234418.2,AC015983.2
ENSG00000240499.7,AC004594.1
ENSG00000226680.2,AC073311.1
ENSG00000241345.1,AC004690.2
ENSG00000242593.7,AC006148.1
ENSG00000241324.1,AC004930.1
ENSG00000219445.2,AC019155.2
ENSG00000241921.1,AC000372.1
ENSG00000240790.1,AC073934.1
ENSG00000272915.1,AC018635.2
ENSG00000273270.1,AC090114.2
ENSG00000271553.1,AC018638.7
ENSG00000271344.1,AC018638.6
ENSG00000230626.4,AC011005.1
ENSG00000273329.1,AC078846.1
ENSG00000244036.3,AC073320.1
ENSG00000240571.1,AC087071.2
ENSG00000259920.1,AC007938.1
ENSG00000270823.1,AC007938.2
ENSG00000270953.1,AC007938.3
ENSG00000273319.1,AC058791.1
ENSG00000273489.1,AC008264.2
ENSG00000224865.8,AC009518.1
ENSG00000225144.2,AC018643.1
ENSG00000223436.1,AC011625.1
ENSG00000201009.1,AC009365.1
ENSG00000227197.1,AC009365.3
ENSG00000273297.2,AC009275.1
ENSG00000287733.1,AC083862.2
ENSG00000231794.5,AC009542.1
ENSG00000273219.1,AC091736.1
ENSG00000224746.2,AC015987.1
ENSG00000230649.3,AC024084.1
ENSG00000232053.7,AC078845.1
ENSG00000234352.9,AC009264.1
ENSG00000231114.1,AC078842.2
ENSG00000228031.4,AC078842.1
ENSG00000273391.1,AC083880.1
ENSG00000261570.2,AC073878.1
ENSG00000244701.1,AC004918.1
ENSG00000224970.2,AC245427.1
ENSG00000268170.2,AC073342.1
ENSG00000279223.1,AC073342.2
ENSG00000232533.1,AC093673.1
ENSG00000284644.1,AC074386.1
ENSG00000283504.1,AC006974.1
ENSG00000283648.1,AC006974.2
ENSG00000287636.1,AC005229.4
ENSG00000228151.1,AC004941.1
ENSG00000261842.1,AC073314.1
ENSG00000273419.1,AC004877.1
ENSG00000273293.1,AC093458.1
ENSG00000273011.1,AC092681.3
ENSG00000241449.6,AC092666.1
ENSG00000261305.2,AC005586.1
ENSG00000284691.1,AC073111.3
ENSG00000272661.1,AC021097.1
ENSG00000270114.1,AC006019.3
ENSG00000236408.1,AC073336.1
ENSG00000218672.1,AC008060.1
ENSG00000236544.1,AC008060.3
ENSG00000216895.9,AC009403.1
ENSG00000234450.1,AC005534.1
ENSG00000234210.1,AC006372.3
ENSG00000272839.1,AC011899.2
ENSG00000249868.5,AC136777.1
ENSG00000253982.2,AC100810.1
ENSG00000253764.3,AC019257.1
ENSG00000253805.1,AC245164.1
ENSG00000253444.1,AC245519.1
ENSG00000282142.2,AC245187.2
ENSG00000277526.5,AC245123.1
ENSG00000254319.6,AC246817.2
ENSG00000253853.3,AC246817.1
ENSG00000253880.1,AC009435.1
ENSG00000246089.3,AC016065.1
ENSG00000253505.3,AC103957.1
ENSG00000253774.1,AC114550.3
ENSG00000254367.5,AC087269.1
ENSG00000248538.8,AC022784.1
ENSG00000279949.1,AC022784.6
ENSG00000253887.1,AC022784.3
ENSG00000253735.1,AC021736.1
ENSG00000254237.6,AC021242.2
ENSG00000272267.2,AC021242.3
ENSG00000260093.1,AC034111.1
ENSG00000261451.1,AC104964.2
ENSG00000253678.3,AC104964.1
ENSG00000248896.3,AC105001.1
ENSG00000255046.1,AC069185.1
ENSG00000255495.1,AC145124.1
ENSG00000270154.1,AC130352.1
ENSG00000254813.5,AC123777.1
ENSG00000253932.1,AC019270.1
ENSG00000254575.2,AC022039.1
ENSG00000287476.1,AC018437.2
ENSG00000253184.1,AC011586.1
ENSG00000249258.2,AC079193.2
ENSG00000253944.1,AC027117.2
ENSG00000254054.3,AC087273.2
ENSG00000245281.8,AC124242.1
ENSG00000187229.3,AC100800.1
ENSG00000253335.1,AC009884.1
ENSG00000253557.6,AC100849.1
ENSG00000253270.1,AC090541.1
ENSG00000253164.5,AC023403.1
ENSG00000253300.2,AC018541.1
ENSG00000254260.1,AC015468.3
ENSG00000254040.2,AC103719.1
ENSG00000254064.1,AC105206.2
ENSG00000254230.1,AC037459.3
ENSG00000253200.1,AC037459.2
ENSG00000248738.6,AC037441.1
ENSG00000245025.3,AC107959.1
ENSG00000253390.1,AC104561.1
ENSG00000253471.1,AC012574.1
ENSG00000253891.2,AC023202.1
ENSG00000253535.5,AC120193.1
ENSG00000272157.1,AC107373.2
ENSG00000253832.1,AC107373.1
ENSG00000253875.2,AC013643.2
ENSG00000253690.1,AC021678.2
ENSG00000253567.1,AC025871.1
ENSG00000254129.1,AC108449.1
ENSG00000253182.1,AC084026.1
ENSG00000248964.7,AC131254.1
ENSG00000272256.1,AC044849.1
ENSG00000271869.1,AC026979.2
ENSG00000272375.1,AC026979.3
ENSG00000253377.2,AC068672.2
ENSG00000247134.7,AC090204.1
ENSG00000272338.2,AC067838.1
ENSG00000254302.2,AC087855.2
ENSG00000253108.1,AC090993.1
ENSG00000254033.1,AC087855.1
ENSG00000253452.6,AC124290.1
ENSG00000253363.7,AC090809.1
ENSG00000254306.1,AC137579.2
ENSG00000253344.1,AC137579.1
ENSG00000253181.2,AC138356.3
ENSG00000183154.1,AC138356.1
ENSG00000253356.1,AC084024.3
ENSG00000272092.1,AC087623.2
ENSG00000272159.1,AC087623.3
ENSG00000255201.1,AC087623.1
ENSG00000253361.3,AC069120.1
ENSG00000253829.1,AC067817.2
ENSG00000253645.1,AC108863.1
ENSG00000253939.1,AC007991.3
ENSG00000253354.2,AC105999.1
ENSG00000272479.1,AC010857.1
ENSG00000253133.2,AC009630.1
ENSG00000253389.2,AC113133.1
ENSG00000253408.6,AC083973.1
ENSG00000255101.1,AC103843.1
ENSG00000255366.1,AC120036.4
ENSG00000253608.2,AC022915.2
ENSG00000271148.1,AC023762.1
ENSG00000272076.1,AC090186.1
ENSG00000228801.6,AC064807.1
ENSG00000272024.1,AC064807.4
ENSG00000253844.1,AC064807.2
ENSG00000254314.1,AC021915.2
ENSG00000253551.1,AC021915.1
ENSG00000253924.2,AC103831.1
ENSG00000254687.1,AC009646.2
ENSG00000240919.1,AC022034.2
ENSG00000260955.2,AC100821.2
ENSG00000253976.1,AC022679.2
ENSG00000272343.1,AC107952.2
ENSG00000254254.6,AC012349.1
ENSG00000253821.2,AC090796.1
ENSG00000253322.1,AC104051.1
ENSG00000253116.1,AC027698.1
ENSG00000167912.6,AC090152.1
ENSG00000255321.1,AC068389.3
ENSG00000254777.5,AC022182.1
ENSG00000254802.1,AC022182.2
ENSG00000254222.1,AC023866.2
ENSG00000253205.6,AC011124.1
ENSG00000253894.2,AC011124.2
ENSG00000253762.2,AC069133.1
ENSG00000254102.2,AC090136.3
ENSG00000272010.1,AC100814.1
ENSG00000272155.1,AC055822.1
ENSG00000271966.1,AC021321.1
ENSG00000255130.1,AC022874.1
ENSG00000246528.3,AC079089.1
ENSG00000253967.1,AC022730.4
ENSG00000254031.6,AC022858.1
ENSG00000253317.1,AC078906.1
ENSG00000253784.1,AC090735.1
ENSG00000260838.3,AC022893.2
ENSG00000253636.1,AC022893.1
ENSG00000254538.1,AC027018.1
ENSG00000258677.2,AC022826.2
ENSG00000254288.1,AC087672.2
ENSG00000253596.1,AC103952.1
ENSG00000253706.5,AC011632.1
ENSG00000254366.7,AC062004.1
ENSG00000253659.2,AC138646.1
ENSG00000249328.3,AC036214.1
ENSG00000276418.5,AC036214.3
ENSG00000254205.1,AC009686.1
ENSG00000253238.3,AC034114.2
ENSG00000251867.4,AC009812.1
ENSG00000260317.1,AC009812.4
ENSG00000254177.1,AC079209.2
ENSG00000253214.2,AC079209.1
ENSG00000272425.1,AC009902.3
ENSG00000253859.2,AC018616.1
ENSG00000253334.1,AC132219.1
ENSG00000253503.6,AC060765.1
ENSG00000253836.1,AC105031.2
ENSG00000254202.2,AC015522.1
ENSG00000260493.1,AC011773.4
ENSG00000258256.1,AC011773.3
ENSG00000253154.2,AC100801.1
ENSG00000254115.1,AC090572.3
ENSG00000253778.1,AC090572.2
ENSG00000253171.1,AC037450.1
ENSG00000246792.3,AC106038.1
ENSG00000254251.1,AC103770.1
ENSG00000253901.1,AC103409.1
ENSG00000253197.5,AC117834.1
ENSG00000254089.2,AC016885.2
ENSG00000271971.1,AC120053.1
ENSG00000254057.1,AC084346.1
ENSG00000253704.2,AC023632.2
ENSG00000272509.1,AC087752.4
ENSG00000254248.1,AC068189.1
ENSG00000248762.2,AC012339.1
ENSG00000253539.1,AC018442.2
ENSG00000266289.1,AC012213.3
ENSG00000261670.1,AC012213.2
ENSG00000271830.1,AC012213.4
ENSG00000253477.5,AC012213.1
ENSG00000283157.1,AC012564.1
ENSG00000254041.1,AC021546.1
ENSG00000253420.1,AC103853.1
ENSG00000253526.1,AC090802.1
ENSG00000253582.1,AC090579.1
ENSG00000253796.2,AC104248.1
ENSG00000250267.2,AC021237.1
ENSG00000248050.1,AC079061.1
ENSG00000253122.1,AC025366.1
ENSG00000253207.3,AC103993.1
ENSG00000225885.7,AC023590.1
ENSG00000206776.1,AC021733.1
ENSG00000254343.2,AC091563.1
ENSG00000253619.1,AC068413.1
ENSG00000254303.1,AC037486.1
ENSG00000255325.2,AC108136.1
ENSG00000253607.1,AC104316.1
ENSG00000254113.1,AC090193.1
ENSG00000214803.3,AC090921.1
ENSG00000253106.1,AC090198.1
ENSG00000286955.1,AC100858.3
ENSG00000253111.2,AC091114.1
ENSG00000253573.2,AC024382.1
ENSG00000243402.1,AC022973.2
ENSG00000254263.1,AC022973.4
ENSG00000253720.2,AC022973.3
ENSG00000253656.1,AC090987.1
ENSG00000253992.1,AC103726.2
ENSG00000261220.2,AC103706.1
ENSG00000253561.1,AC133634.1
ENSG00000253627.1,AC105180.1
ENSG00000279518.1,AC083843.3
ENSG00000254028.1,AC083843.1
ENSG00000251218.1,AC103764.1
ENSG00000253288.2,AC046195.1
ENSG00000254361.2,AC046195.2
ENSG00000253988.1,AC079015.1
ENSG00000259891.1,AC107375.1
ENSG00000253210.2,AC040970.1
ENSG00000261655.1,AC100803.3
ENSG00000226490.2,AC138647.1
ENSG00000261710.1,AC104417.2
ENSG00000261693.1,AC134682.1
ENSG00000253806.1,AC108002.1
ENSG00000253196.1,AC083841.1
ENSG00000264668.2,AC138696.1
ENSG00000272172.1,AC138696.2
ENSG00000255050.1,AC067930.4
ENSG00000255224.1,AC109322.1
ENSG00000272115.1,AC233992.3
ENSG00000265393.1,AC084125.4
ENSG00000260970.1,AC006288.1
ENSG00000236668.2,AC006450.3
ENSG00000261018.1,AC002101.1
ENSG00000260370.1,AC215217.1
ENSG00000227101.2,AC025822.1
ENSG00000236990.1,AC025822.2
ENSG00000226990.1,AC025946.1
ENSG00000229751.1,AC044781.1
ENSG00000284024.4,AC069544.1
ENSG00000273153.1,AC067747.1
ENSG00000238246.1,AC069549.1
ENSG00000276850.5,AC245041.2
ENSG00000236800.1,AC068898.1
ENSG00000226576.1,AC060234.1
ENSG00000228527.1,AC016396.1
ENSG00000236556.1,AC025038.1
ENSG00000235140.2,AC026391.1
ENSG00000270352.1,AC022387.1
ENSG00000273360.1,AC022017.1
ENSG00000288559.1,AC016394.2
ENSG00000268584.1,AC073389.1
ENSG00000272791.1,AC073389.3
ENSG00000271848.2,AC073389.2
ENSG00000279088.1,AC022400.6
ENSG00000229990.3,AC022400.2
ENSG00000232342.7,AC022540.1
ENSG00000234149.1,AC018511.2
ENSG00000270087.5,AC010997.3
ENSG00000273248.1,AC010997.5
ENSG00000272692.2,AC010997.4
ENSG00000282863.1,AC012560.1
ENSG00000226659.1,AC021028.1
ENSG00000229458.2,AC010157.1
ENSG00000272631.1,AC067750.1
ENSG00000258114.1,AC005871.2
ENSG00000231104.8,AC022395.1
ENSG00000227307.1,AC010998.1
ENSG00000223432.1,AC009988.1
ENSG00000258539.1,AC068896.1
ENSG00000254468.2,AC069287.1
ENSG00000255229.1,AC069287.3
ENSG00000251661.3,AC136475.1
ENSG00000255328.1,AC136475.5
ENSG00000255158.1,AC131934.1
ENSG00000254757.1,AC127526.1
ENSG00000236248.1,AC104389.4
ENSG00000267940.1,AC022762.2
ENSG00000283977.1,AC084337.2
ENSG00000255410.2,AC091564.5
ENSG00000283415.2,AC087280.2
ENSG00000251364.7,AC107884.1
ENSG00000271758.2,AC044810.3
ENSG00000254707.1,AC104237.1
ENSG00000255159.1,AC026894.1
ENSG00000253973.3,AC079296.1
ENSG00000254397.1,AC132192.1
ENSG00000268403.2,AC132192.2
ENSG00000255476.1,AC011092.2
ENSG00000254865.1,AC100763.1
ENSG00000246308.2,AC116535.1
ENSG00000254957.1,AC111188.1
ENSG00000255558.1,AC013762.1
ENSG00000254927.1,AC027779.1
ENSG00000256206.2,AC018523.2
ENSG00000254695.2,AC087379.2
ENSG00000254645.2,AC087379.1
ENSG00000260196.1,AC124798.1
ENSG00000254966.1,AC103974.1
ENSG00000270607.1,AC009549.1
ENSG00000255167.1,AC090857.2
ENSG00000254768.6,AC104009.1
ENSG00000246225.7,AC006299.1
ENSG00000254861.2,AC100768.1
ENSG00000255094.1,AC090159.1
ENSG00000254526.1,AC090791.1
ENSG00000255227.1,AC090124.1
ENSG00000255029.2,AC110058.1
ENSG00000254734.1,AC107973.1
ENSG00000228061.7,AC131571.1
ENSG00000255542.1,AC090625.2
ENSG00000254919.1,AC090692.1
ENSG00000255132.1,AC090138.1
ENSG00000255563.1,AC021006.2
ENSG00000254907.1,AC087276.2
ENSG00000283217.1,AC068205.1
ENSG00000246250.3,AC087521.2
ENSG00000254664.1,AC103681.2
ENSG00000255041.1,AC103855.3
