gene_name,amyloid,gpath,tangles,cogdx,n_traits_DE
PTMS,TRUE,TRUE,TRUE,TRUE,4
TPI1,TRUE,TRUE,TRUE,TRUE,4
ENO2,TRUE,TRUE,TRUE,TRUE,4
C12orf57,TRUE,TRUE,TRUE,TRUE,4
GABARAPL1,TRUE,TRUE,TRUE,TRUE,4
EIF2S3B,TRUE,TRUE,FALSE,FALSE,2
ST8SIA1,TRUE,TRUE,TRUE,TRUE,4
BICD1,TRUE,TRUE,TRUE,TRUE,4
DNM1L,TRUE,TRUE,TRUE,TRUE,4
YARS2,TRUE,TRUE,TRUE,FALSE,3
CPNE8,TRUE,TRUE,TRUE,TRUE,4
KIF21A,TRUE,TRUE,TRUE,TRUE,4
TUBA1B,TRUE,TRUE,TRUE,TRUE,4
KCNH3,TRUE,TRUE,TRUE,TRUE,4
PFDN5,TRUE,TRUE,TRUE,TRUE,4
AAAS,TRUE,FALSE,TRUE,FALSE,2
PPP1R1A,TRUE,TRUE,TRUE,TRUE,4
RNF41,TRUE,TRUE,TRUE,TRUE,4
ATP5F1B,TRUE,TRUE,TRUE,TRUE,4
RXYLT1,TRUE,TRUE,TRUE,TRUE,4
MSRB3,TRUE,TRUE,TRUE,TRUE,4
CCT2,TRUE,TRUE,TRUE,TRUE,4
NAP1L1,TRUE,TRUE,TRUE,FALSE,3
DUSP6,TRUE,TRUE,TRUE,TRUE,4
NTN4,TRUE,TRUE,TRUE,TRUE,4
ANKS1B,TRUE,TRUE,TRUE,TRUE,4
ACTR6,TRUE,TRUE,TRUE,TRUE,4
MYBPC1,TRUE,TRUE,TRUE,TRUE,4
GNPTAB,TRUE,TRUE,TRUE,TRUE,4
HSP90B1,TRUE,TRUE,TRUE,TRUE,4
MMAB,TRUE,TRUE,TRUE,TRUE,4
MVK,TRUE,TRUE,TRUE,TRUE,4
ATP2A2,TRUE,TRUE,TRUE,TRUE,4
ERP29,TRUE,TRUE,TRUE,TRUE,4
RBM19,TRUE,TRUE,TRUE,TRUE,4
WSB2,TRUE,TRUE,TRUE,TRUE,4
PEBP1,TRUE,TRUE,TRUE,TRUE,4
CIT,TRUE,TRUE,TRUE,TRUE,4
RPLP0,TRUE,TRUE,TRUE,TRUE,4
CAMKK2,TRUE,TRUE,TRUE,TRUE,4
ARL6IP4,TRUE,TRUE,TRUE,TRUE,4
CCDC92,TRUE,TRUE,TRUE,TRUE,4
UBC,TRUE,TRUE,TRUE,TRUE,4
RAN,TRUE,TRUE,TRUE,TRUE,4
ZNF891,TRUE,TRUE,TRUE,TRUE,4
PSPC1,TRUE,TRUE,TRUE,TRUE,4
AMER2,TRUE,TRUE,TRUE,TRUE,4
RNF6,TRUE,TRUE,TRUE,TRUE,4
WASF3,TRUE,TRUE,TRUE,TRUE,4
POLR1D,TRUE,TRUE,TRUE,TRUE,4
UBL3,TRUE,TRUE,TRUE,TRUE,4
PDS5B,TRUE,TRUE,TRUE,TRUE,4
NBEA,TRUE,TRUE,TRUE,TRUE,4
FOXO1,TRUE,TRUE,TRUE,TRUE,4
RGCC,TRUE,TRUE,TRUE,TRUE,4
VWA8,TRUE,TRUE,TRUE,TRUE,4
CAB39L,TRUE,TRUE,TRUE,TRUE,4
WDFY2,TRUE,TRUE,TRUE,TRUE,4
GRTP1,TRUE,TRUE,TRUE,TRUE,4
TOX4,TRUE,TRUE,TRUE,TRUE,4
C14orf93,TRUE,TRUE,TRUE,TRUE,4
CMTM5,TRUE,TRUE,TRUE,TRUE,4
ARHGAP5,TRUE,TRUE,TRUE,TRUE,4
SRP54,TRUE,TRUE,TRUE,TRUE,4
PPP2R3C,TRUE,TRUE,TRUE,TRUE,4
MBIP,TRUE,TRUE,TRUE,FALSE,3
C14orf28,TRUE,FALSE,TRUE,FALSE,2
LGALS3,TRUE,TRUE,TRUE,TRUE,4
AP5M1,TRUE,TRUE,TRUE,TRUE,4
ARMH4,TRUE,TRUE,TRUE,TRUE,4
ACTR10,TRUE,TRUE,TRUE,TRUE,4
DAAM1,TRUE,TRUE,TRUE,TRUE,4
GPR135,TRUE,TRUE,TRUE,TRUE,4
ERH,TRUE,TRUE,TRUE,TRUE,4
ISCA2,TRUE,TRUE,TRUE,TRUE,4
PSMC1,TRUE,TRUE,TRUE,TRUE,4
PPP4R3A,TRUE,TRUE,TRUE,TRUE,4
MOAP1,TRUE,TRUE,TRUE,TRUE,4
PAPOLA,TRUE,TRUE,TRUE,TRUE,4
HSP90AA1,TRUE,TRUE,TRUE,TRUE,4
NUDT14,TRUE,TRUE,FALSE,TRUE,3
MTMR10,TRUE,TRUE,TRUE,TRUE,4
EMC4,TRUE,TRUE,TRUE,TRUE,4
LPCAT4,TRUE,TRUE,TRUE,TRUE,4
ZNF770,TRUE,TRUE,TRUE,TRUE,4
SRP14,TRUE,TRUE,TRUE,TRUE,4
ZNF106,TRUE,TRUE,TRUE,TRUE,4
TTBK2,TRUE,TRUE,TRUE,TRUE,4
PDIA3,TRUE,TRUE,TRUE,TRUE,4
SERF2,TRUE,TRUE,TRUE,TRUE,4
FRMD5,TRUE,TRUE,TRUE,TRUE,4
DUT,TRUE,TRUE,TRUE,TRUE,4
SECISBP2L,TRUE,TRUE,TRUE,TRUE,4
LYSMD2,TRUE,TRUE,TRUE,TRUE,4
TMOD2,TRUE,TRUE,TRUE,TRUE,4
MNS1,TRUE,TRUE,TRUE,TRUE,4
ADAM10,TRUE,TRUE,TRUE,TRUE,4
SNX1,TRUE,TRUE,TRUE,TRUE,4
PPIB,TRUE,TRUE,TRUE,TRUE,4
PKM,TRUE,TRUE,TRUE,TRUE,4
COX5A,TRUE,TRUE,TRUE,TRUE,4
COMMD4,TRUE,TRUE,TRUE,FALSE,3
ACSBG1,TRUE,TRUE,TRUE,TRUE,4
ARNT2,TRUE,TRUE,TRUE,TRUE,4
HOMER2,TRUE,TRUE,TRUE,TRUE,4
SLCO3A1,TRUE,TRUE,TRUE,TRUE,4
NME3,TRUE,TRUE,TRUE,TRUE,4
RPS2,TRUE,TRUE,TRUE,TRUE,4
SNHG19,TRUE,TRUE,TRUE,TRUE,4
ELOB,TRUE,TRUE,TRUE,TRUE,4
C16orf89,TRUE,TRUE,TRUE,FALSE,3
ABAT,TRUE,TRUE,TRUE,TRUE,4
ATF7IP2,TRUE,TRUE,TRUE,TRUE,4
RPS15A,TRUE,TRUE,TRUE,TRUE,4
GPRC5B,TRUE,TRUE,TRUE,TRUE,4
METTL9,TRUE,TRUE,TRUE,TRUE,4
TNRC6A,TRUE,TRUE,TRUE,TRUE,4
MAZ,TRUE,TRUE,TRUE,TRUE,4
PHKG2,TRUE,TRUE,TRUE,TRUE,4
FUS,TRUE,TRUE,TRUE,FALSE,3
VPS35,TRUE,TRUE,TRUE,TRUE,4
ZNF423,TRUE,TRUE,TRUE,TRUE,4
SALL1,TRUE,TRUE,TRUE,TRUE,4
FTO,TRUE,TRUE,TRUE,TRUE,4
BBS2,TRUE,TRUE,TRUE,TRUE,4
MT3,TRUE,TRUE,TRUE,TRUE,4
MT1E,TRUE,TRUE,TRUE,TRUE,4
MT1F,TRUE,TRUE,TRUE,TRUE,4
ARL2BP,TRUE,TRUE,TRUE,TRUE,4
KATNB1,TRUE,TRUE,TRUE,TRUE,4
CDH11,TRUE,TRUE,TRUE,TRUE,4
TMEM208,TRUE,TRUE,TRUE,TRUE,4
RANBP10,TRUE,TRUE,TRUE,TRUE,4
PRMT7,TRUE,TRUE,TRUE,TRUE,4
PSMD7,TRUE,TRUE,TRUE,TRUE,4
COX4I1,TRUE,TRUE,TRUE,TRUE,4
SPG7,TRUE,TRUE,TRUE,FALSE,3
YWHAE,TRUE,TRUE,TRUE,TRUE,4
PITPNA,TRUE,TRUE,TRUE,TRUE,4
SERPINF1,TRUE,TRUE,TRUE,TRUE,4
DPH1,TRUE,TRUE,TRUE,FALSE,3
NCBP3,TRUE,TRUE,TRUE,TRUE,4
ANKFY1,TRUE,TRUE,TRUE,TRUE,4
PSMB6,TRUE,TRUE,TRUE,TRUE,4
PFN1,TRUE,TRUE,TRUE,TRUE,4
NLRP1,TRUE,TRUE,TRUE,TRUE,4
SAT2,TRUE,TRUE,TRUE,TRUE,4
NAA38,TRUE,TRUE,TRUE,TRUE,4
TRAPPC1,TRUE,TRUE,TRUE,TRUE,4
STX8,TRUE,TRUE,TRUE,TRUE,4
SCO1,TRUE,TRUE,TRUE,FALSE,3
ZNF624,TRUE,TRUE,TRUE,FALSE,3
SPECC1,TRUE,TRUE,TRUE,TRUE,4
LINC01563,TRUE,TRUE,TRUE,TRUE,4
IFT20,TRUE,TRUE,TRUE,TRUE,4
TNFAIP1,TRUE,TRUE,TRUE,TRUE,4
RPL23A,TRUE,TRUE,TRUE,TRUE,4
FLOT2,TRUE,TRUE,TRUE,TRUE,4
RHOT1,TRUE,TRUE,TRUE,TRUE,4
PSMB3,TRUE,TRUE,FALSE,TRUE,3
RPL23,TRUE,TRUE,TRUE,TRUE,4
RPL19,TRUE,TRUE,TRUE,TRUE,4
PGAP3,TRUE,TRUE,TRUE,TRUE,4
THRA,TRUE,TRUE,TRUE,TRUE,4
EIF1,TRUE,TRUE,TRUE,TRUE,4
STAT3,TRUE,TRUE,TRUE,TRUE,4
RPL27,TRUE,TRUE,TRUE,TRUE,4
HDAC5,TRUE,TRUE,TRUE,TRUE,4
TMUB2,TRUE,TRUE,TRUE,TRUE,4
RUNDC3A,TRUE,TRUE,TRUE,TRUE,4
NMT1,TRUE,TRUE,TRUE,TRUE,4
PLCD3,TRUE,TRUE,TRUE,TRUE,4
CDK5RAP3,TRUE,TRUE,TRUE,TRUE,4
ATP5MC1,TRUE,TRUE,TRUE,TRUE,4
MRPL27,TRUE,TRUE,TRUE,TRUE,4
SPAG9,TRUE,TRUE,TRUE,FALSE,3
VEZF1,TRUE,TRUE,TRUE,TRUE,4
SRSF1,TRUE,TRUE,FALSE,TRUE,3
DYNLL2,TRUE,TRUE,TRUE,TRUE,4
RAD51C,TRUE,TRUE,FALSE,TRUE,3
CLTC,TRUE,TRUE,TRUE,TRUE,4
BCAS3,TRUE,TRUE,TRUE,TRUE,4
SMURF2,TRUE,TRUE,TRUE,TRUE,4
RPL38,TRUE,TRUE,TRUE,TRUE,4
NT5C,TRUE,TRUE,TRUE,TRUE,4
JPT1,TRUE,TRUE,TRUE,TRUE,4
TIMP2,TRUE,TRUE,TRUE,TRUE,4
ACTG1,TRUE,TRUE,TRUE,TRUE,4
OXLD1,TRUE,TRUE,TRUE,TRUE,4
MCRIP1,TRUE,TRUE,TRUE,TRUE,4
ANAPC11,TRUE,TRUE,TRUE,TRUE,4
PCYT2,TRUE,TRUE,TRUE,TRUE,4
CENPX,TRUE,TRUE,TRUE,TRUE,4
DCXR,TRUE,TRUE,TRUE,TRUE,4
CSNK1D,TRUE,TRUE,TRUE,FALSE,3
TBCD,TRUE,FALSE,TRUE,TRUE,3
LINC00667,TRUE,TRUE,TRUE,TRUE,4
SNRPD1,TRUE,TRUE,FALSE,TRUE,3
ZNF521,TRUE,TRUE,TRUE,TRUE,4
PIK3C3,TRUE,TRUE,TRUE,TRUE,4
ATP5F1A,TRUE,TRUE,TRUE,TRUE,4
SMAD2,TRUE,TRUE,TRUE,TRUE,4
LINC01630,TRUE,TRUE,TRUE,TRUE,4
TCF4,TRUE,TRUE,TRUE,TRUE,4
NEDD4L,TRUE,TRUE,TRUE,TRUE,4
PHLPP1,TRUE,TRUE,TRUE,TRUE,4
ZNF407,TRUE,TRUE,TRUE,TRUE,4
NRSN2,TRUE,TRUE,TRUE,FALSE,3
RBCK1,TRUE,TRUE,TRUE,TRUE,4
EBF4,TRUE,TRUE,TRUE,TRUE,4
GPCPD1,TRUE,TRUE,TRUE,TRUE,4
KIF16B,TRUE,TRUE,TRUE,TRUE,4
XRN2,TRUE,TRUE,TRUE,TRUE,4
BCL2L1,TRUE,TRUE,TRUE,TRUE,4
SNTA1,TRUE,TRUE,TRUE,TRUE,4
ROMO1,TRUE,FALSE,TRUE,TRUE,3
ZHX3,TRUE,TRUE,TRUE,TRUE,4
TOX2,TRUE,TRUE,TRUE,TRUE,4
ZMYND8,TRUE,TRUE,TRUE,TRUE,4
CTSZ,TRUE,TRUE,TRUE,TRUE,4
FAM217B,TRUE,TRUE,TRUE,TRUE,4
PSMA7,TRUE,TRUE,TRUE,TRUE,4
DIDO1,TRUE,TRUE,TRUE,TRUE,4
NKAIN4,TRUE,TRUE,TRUE,TRUE,4
ARFRP1,TRUE,TRUE,TRUE,TRUE,4
TPD52L2,TRUE,TRUE,TRUE,TRUE,4
SHC2,TRUE,TRUE,TRUE,TRUE,4
GPX4,TRUE,TRUE,TRUE,TRUE,4
CIRBP,TRUE,TRUE,TRUE,TRUE,4
RPS15,TRUE,TRUE,TRUE,TRUE,4
GNG7,TRUE,TRUE,TRUE,TRUE,4
PIAS4,TRUE,TRUE,TRUE,TRUE,4
SAFB2,TRUE,TRUE,TRUE,TRUE,4
RPL36,TRUE,TRUE,TRUE,TRUE,4
TUBB4A,TRUE,TRUE,TRUE,TRUE,4
RPS28,TRUE,TRUE,TRUE,TRUE,4
PIN1,TRUE,TRUE,TRUE,TRUE,4
CDC37,TRUE,TRUE,TRUE,TRUE,4
ELOF1,TRUE,TRUE,TRUE,TRUE,4
DHPS,TRUE,TRUE,TRUE,TRUE,4
TRIR,TRUE,TRUE,TRUE,TRUE,4
GIPC1,TRUE,TRUE,TRUE,TRUE,4
NDUFB7,TRUE,TRUE,TRUE,TRUE,4
FAM32A,TRUE,TRUE,TRUE,TRUE,4
UNC13A,TRUE,TRUE,TRUE,TRUE,4
SSBP4,TRUE,TRUE,TRUE,TRUE,4
UBA52,TRUE,TRUE,TRUE,TRUE,4
USF2,TRUE,TRUE,TRUE,TRUE,4
COX6B1,TRUE,TRUE,TRUE,TRUE,4
THAP8,TRUE,TRUE,TRUE,TRUE,4
POLR2I,TRUE,TRUE,TRUE,TRUE,4
TBCB,TRUE,TRUE,TRUE,TRUE,4
EIF3K,TRUE,TRUE,TRUE,TRUE,4
ECH1,TRUE,TRUE,TRUE,TRUE,4
PAK4,TRUE,TRUE,TRUE,TRUE,4
RPS16,TRUE,TRUE,TRUE,TRUE,4
TIMM50,TRUE,TRUE,FALSE,TRUE,3
BLVRB,TRUE,TRUE,TRUE,TRUE,4
RPS19,TRUE,TRUE,TRUE,TRUE,4
SMG9,TRUE,TRUE,TRUE,TRUE,4
LYPD5,TRUE,TRUE,FALSE,FALSE,2
TRAPPC6A,TRUE,TRUE,TRUE,TRUE,4
SNRPD2,TRUE,TRUE,TRUE,TRUE,4
CALM3,TRUE,TRUE,TRUE,TRUE,4
AP2S1,TRUE,TRUE,TRUE,TRUE,4
CARD8,TRUE,TRUE,TRUE,TRUE,4
RPL18,TRUE,TRUE,TRUE,TRUE,4
CA11,TRUE,TRUE,TRUE,TRUE,4
RPL13A,TRUE,TRUE,TRUE,TRUE,4
RPS11,TRUE,TRUE,TRUE,TRUE,4
PNKP,TRUE,TRUE,TRUE,FALSE,3
CNOT3,TRUE,TRUE,TRUE,TRUE,4
RPS9,TRUE,TRUE,TRUE,TRUE,4
PPP6R1,TRUE,TRUE,TRUE,TRUE,4
RPL28,TRUE,TRUE,TRUE,TRUE,4
ZNF460,TRUE,TRUE,TRUE,TRUE,4
ZNF814,TRUE,TRUE,TRUE,FALSE,3
ZNF274,TRUE,TRUE,TRUE,TRUE,4
RPS5,TRUE,TRUE,TRUE,TRUE,4
ATP6V1E1,TRUE,TRUE,TRUE,TRUE,4
TRMT2A,TRUE,TRUE,TRUE,FALSE,3
LINC01637,TRUE,TRUE,TRUE,FALSE,3
LZTR1,TRUE,TRUE,TRUE,FALSE,3
PPIL2,TRUE,TRUE,TRUE,TRUE,4
GRK3,TRUE,TRUE,TRUE,TRUE,4
UQCR10,TRUE,TRUE,TRUE,TRUE,4
PIK3IP1,TRUE,TRUE,TRUE,TRUE,4
LGALS1,TRUE,TRUE,TRUE,TRUE,4
RPL3,TRUE,TRUE,TRUE,TRUE,4
RBX1,TRUE,TRUE,TRUE,TRUE,4
TRMU,TRUE,TRUE,TRUE,TRUE,4
CRELD2,TRUE,TRUE,TRUE,TRUE,4
PPP6R2,TRUE,TRUE,TRUE,TRUE,4
LTN1,TRUE,TRUE,TRUE,TRUE,4
USP16,TRUE,TRUE,TRUE,TRUE,4
SOD1,TRUE,TRUE,TRUE,TRUE,4
OLIG2,TRUE,TRUE,TRUE,TRUE,4
IFNGR2,TRUE,TRUE,TRUE,TRUE,4
TMEM50B,TRUE,TRUE,TRUE,TRUE,4
CBR1,TRUE,TRUE,TRUE,TRUE,4
PIGP,TRUE,FALSE,TRUE,TRUE,3
DYRK1A,TRUE,TRUE,TRUE,TRUE,4
CSTB,TRUE,TRUE,TRUE,TRUE,4
S100B,TRUE,TRUE,TRUE,TRUE,4
CHN1,TRUE,TRUE,TRUE,TRUE,4
CLASP2,TRUE,TRUE,TRUE,TRUE,4
UBE2D3,TRUE,TRUE,TRUE,TRUE,4
MAP1B,TRUE,TRUE,TRUE,TRUE,4
CLU,TRUE,TRUE,TRUE,TRUE,4
RBM17,TRUE,TRUE,TRUE,TRUE,4
SLCO1A2,TRUE,TRUE,TRUE,TRUE,4
STXBP6,TRUE,TRUE,TRUE,TRUE,4
SYNE2,TRUE,TRUE,TRUE,TRUE,4
MT1M,TRUE,TRUE,TRUE,TRUE,4
MT1X,TRUE,TRUE,TRUE,TRUE,4
PLCB1,TRUE,TRUE,TRUE,TRUE,4
ATP9A,TRUE,TRUE,TRUE,FALSE,3
SLCO4A1,TRUE,TRUE,TRUE,TRUE,4
PUSL1,TRUE,FALSE,FALSE,TRUE,2
NADK,TRUE,FALSE,TRUE,FALSE,2
ENO1,TRUE,TRUE,TRUE,TRUE,4
VPS13D,TRUE,TRUE,TRUE,TRUE,4
UQCRHL,TRUE,TRUE,TRUE,TRUE,4
SZRD1,TRUE,TRUE,TRUE,TRUE,4
UBR4,TRUE,TRUE,TRUE,FALSE,3
CDC42,TRUE,TRUE,TRUE,TRUE,4
EPHB2,TRUE,TRUE,TRUE,TRUE,4
PNRC2,TRUE,TRUE,TRUE,TRUE,4
SRRM1,TRUE,TRUE,TRUE,TRUE,4
ZNF593,TRUE,TRUE,FALSE,TRUE,3
UBXN11,TRUE,TRUE,TRUE,FALSE,3
DNAJC8,TRUE,TRUE,TRUE,FALSE,3
EPB41,TRUE,TRUE,TRUE,TRUE,4
PTP4A2,TRUE,FALSE,TRUE,TRUE,3
TXLNA,TRUE,TRUE,TRUE,TRUE,4
CCDC28B,TRUE,TRUE,TRUE,TRUE,4
FAM229A,TRUE,TRUE,TRUE,TRUE,4
FHL3,TRUE,TRUE,TRUE,FALSE,3
MACF1,TRUE,TRUE,TRUE,TRUE,4
PABPC4,TRUE,TRUE,TRUE,TRUE,4
CAP1,TRUE,TRUE,TRUE,TRUE,4
SZT2,TRUE,TRUE,TRUE,TRUE,4
MUTYH,TRUE,TRUE,TRUE,TRUE,4
PRDX1,TRUE,TRUE,TRUE,TRUE,4
AKR1A1,TRUE,TRUE,TRUE,TRUE,4
GPBP1L1,TRUE,TRUE,TRUE,TRUE,4
UQCRH,TRUE,TRUE,TRUE,TRUE,4
OSBPL9,TRUE,TRUE,TRUE,TRUE,4
MAGOH,TRUE,TRUE,FALSE,TRUE,3
YIPF1,TRUE,TRUE,TRUE,TRUE,4
NFIA,TRUE,TRUE,TRUE,TRUE,4
USP1,TRUE,TRUE,TRUE,FALSE,3
ATG4C,TRUE,TRUE,TRUE,TRUE,4
MIER1,TRUE,TRUE,TRUE,TRUE,4
LRRC7,TRUE,TRUE,TRUE,TRUE,4
ANKRD13C,TRUE,TRUE,TRUE,TRUE,4
PRKACB,TRUE,TRUE,TRUE,TRUE,4
SSX2IP,TRUE,TRUE,TRUE,FALSE,3
DDAH1,TRUE,TRUE,TRUE,TRUE,4
ODF2L,TRUE,TRUE,TRUE,TRUE,4
SH3GLB1,TRUE,TRUE,TRUE,TRUE,4
RPAP2,TRUE,TRUE,TRUE,TRUE,4
SLC25A24,TRUE,TRUE,TRUE,FALSE,3
GPSM2,TRUE,TRUE,TRUE,TRUE,4
PSMA5,TRUE,TRUE,TRUE,TRUE,4
ATP5PB,TRUE,TRUE,TRUE,TRUE,4
TMIGD3,TRUE,TRUE,TRUE,FALSE,3
RAP1A,TRUE,TRUE,TRUE,TRUE,4
INKA2,TRUE,FALSE,TRUE,TRUE,3
CTTNBP2NL,TRUE,TRUE,TRUE,TRUE,4
NHLH2,TRUE,TRUE,TRUE,TRUE,4
SEC22B,TRUE,TRUE,TRUE,TRUE,4
SRGAP2B,TRUE,TRUE,TRUE,TRUE,4
NBPF10,TRUE,TRUE,TRUE,TRUE,4
VPS45,TRUE,TRUE,TRUE,TRUE,4
PLEKHO1,TRUE,TRUE,TRUE,TRUE,4
MRPL9,TRUE,TRUE,TRUE,FALSE,3
JTB,TRUE,TRUE,TRUE,TRUE,4
CKS1B,TRUE,TRUE,TRUE,TRUE,4
DPM3,TRUE,TRUE,TRUE,FALSE,3
SLC25A44,TRUE,TRUE,TRUE,TRUE,4
PPOX,TRUE,FALSE,TRUE,FALSE,2
SDHC,TRUE,TRUE,TRUE,TRUE,4
FCRLB,TRUE,TRUE,FALSE,TRUE,3
RGS5,TRUE,TRUE,TRUE,TRUE,4
MGST3,TRUE,TRUE,TRUE,TRUE,4
METTL13,TRUE,TRUE,FALSE,TRUE,3
PIGC,TRUE,TRUE,TRUE,TRUE,4
PRDX6,TRUE,TRUE,TRUE,FALSE,3
RALGPS2,TRUE,TRUE,TRUE,TRUE,4
FAM20B,TRUE,TRUE,TRUE,TRUE,4
XPR1,TRUE,TRUE,TRUE,TRUE,4
RGL1,TRUE,TRUE,TRUE,TRUE,4
EDEM3,TRUE,TRUE,TRUE,TRUE,4
CRB1,TRUE,TRUE,TRUE,TRUE,4
NAV1,TRUE,TRUE,TRUE,TRUE,4
MDM4,TRUE,TRUE,TRUE,TRUE,4
NUCKS1,TRUE,TRUE,TRUE,TRUE,4
RPS6KC1,TRUE,TRUE,TRUE,TRUE,4
TGFB2,TRUE,TRUE,TRUE,TRUE,4
CDC42BPA,TRUE,TRUE,TRUE,TRUE,4
EXOC8,TRUE,TRUE,TRUE,TRUE,4
EGLN1,TRUE,TRUE,TRUE,TRUE,4
OPN3,TRUE,TRUE,TRUE,TRUE,4
SDCCAG8,TRUE,TRUE,TRUE,TRUE,4
ACP1,TRUE,TRUE,TRUE,TRUE,4
TMEM18,TRUE,FALSE,TRUE,TRUE,3
MYT1L,TRUE,TRUE,TRUE,TRUE,4
ID2,TRUE,TRUE,TRUE,TRUE,4
KIDINS220,TRUE,TRUE,TRUE,TRUE,4
RHOB,TRUE,TRUE,TRUE,TRUE,4
TP53I3,TRUE,TRUE,TRUE,TRUE,4
NCOA1,TRUE,TRUE,TRUE,TRUE,4
ADCY3,TRUE,TRUE,TRUE,TRUE,4
EFR3B,TRUE,TRUE,TRUE,TRUE,4
RAB10,TRUE,TRUE,TRUE,TRUE,4
AGBL5,TRUE,TRUE,TRUE,TRUE,4
PREB,TRUE,TRUE,TRUE,TRUE,4
MPV17,TRUE,TRUE,TRUE,TRUE,4
SNX17,TRUE,TRUE,TRUE,TRUE,4
SUPT7L,TRUE,TRUE,TRUE,TRUE,4
GALNT14,TRUE,TRUE,TRUE,TRUE,4
YIPF4,TRUE,TRUE,TRUE,TRUE,4
BIRC6,TRUE,TRUE,TRUE,TRUE,4
MCFD2,TRUE,TRUE,TRUE,TRUE,4
ACYP2,TRUE,TRUE,TRUE,TRUE,4
CCDC88A,TRUE,TRUE,TRUE,TRUE,4
BCL11A,TRUE,TRUE,TRUE,TRUE,4
PEX13,TRUE,TRUE,FALSE,TRUE,3
COMMD1,TRUE,TRUE,TRUE,TRUE,4
EHBP1,TRUE,TRUE,TRUE,TRUE,4
WDPCP,TRUE,TRUE,TRUE,TRUE,4
RAB1A,TRUE,TRUE,TRUE,TRUE,4
MXD1,TRUE,TRUE,TRUE,FALSE,3
SNRPG,TRUE,TRUE,TRUE,FALSE,3
ZNF638,TRUE,TRUE,TRUE,TRUE,4
STAMBP,TRUE,TRUE,TRUE,TRUE,4
DGUOK,TRUE,TRUE,TRUE,TRUE,4
BOLA3,TRUE,TRUE,TRUE,TRUE,4
CTNNA2,TRUE,TRUE,TRUE,TRUE,4
GNLY,TRUE,TRUE,TRUE,FALSE,3
PTCD3,TRUE,TRUE,TRUE,TRUE,4
CHMP3,TRUE,TRUE,TRUE,TRUE,4
FAHD2A,TRUE,TRUE,TRUE,TRUE,4
CIAO1,TRUE,TRUE,TRUE,TRUE,4
TSGA10,TRUE,TRUE,TRUE,TRUE,4
TXNDC9,TRUE,TRUE,TRUE,TRUE,4
REV1,TRUE,TRUE,TRUE,TRUE,4
MAP4K4,TRUE,TRUE,TRUE,TRUE,4
LINC01114,TRUE,TRUE,TRUE,TRUE,4
PTPN18,TRUE,TRUE,TRUE,TRUE,4
RIF1,TRUE,TRUE,TRUE,TRUE,4
ARL5A,TRUE,TRUE,TRUE,TRUE,4
PSMD14,TRUE,TRUE,TRUE,TRUE,4
KCNH7,TRUE,TRUE,TRUE,TRUE,4
SCN2A,TRUE,TRUE,TRUE,TRUE,4
TTC21B,TRUE,TRUE,TRUE,TRUE,4
SCN1A,TRUE,TRUE,TRUE,TRUE,4
PPIG,TRUE,TRUE,TRUE,TRUE,4
SSB,TRUE,TRUE,TRUE,TRUE,4
UBR3,TRUE,TRUE,TRUE,TRUE,4
RAPGEF4,TRUE,TRUE,TRUE,TRUE,4
ATF2,TRUE,TRUE,TRUE,TRUE,4
ATP5MC3,TRUE,TRUE,TRUE,TRUE,4
OSBPL6,TRUE,TRUE,TRUE,TRUE,4
PDE1A,TRUE,TRUE,TRUE,TRUE,4
NCKAP1,TRUE,TRUE,TRUE,TRUE,4
TMEFF2,TRUE,TRUE,TRUE,TRUE,4
BMPR2,TRUE,TRUE,TRUE,TRUE,4
ABI2,TRUE,TRUE,TRUE,TRUE,4
INO80D,TRUE,TRUE,TRUE,TRUE,4
EEF1B2,TRUE,TRUE,TRUE,TRUE,4
PLEKHM3,TRUE,TRUE,TRUE,TRUE,4
MAP2,TRUE,TRUE,TRUE,TRUE,4
RPL37A,TRUE,TRUE,TRUE,TRUE,4
IGFBP5,TRUE,TRUE,TRUE,TRUE,4
RETREG2,TRUE,TRUE,TRUE,TRUE,4
EPHA4,TRUE,TRUE,TRUE,TRUE,4
ACSL3,TRUE,TRUE,TRUE,TRUE,4
TRIP12,TRUE,TRUE,FALSE,FALSE,2
CAB39,TRUE,TRUE,TRUE,TRUE,4
NCL,TRUE,TRUE,TRUE,TRUE,4
MTERF4,TRUE,TRUE,TRUE,TRUE,4
STK25,TRUE,TRUE,TRUE,TRUE,4
ITPR1,TRUE,TRUE,TRUE,TRUE,4
ARL8B,TRUE,TRUE,TRUE,TRUE,4
JAGN1,TRUE,TRUE,TRUE,TRUE,4
SYN2,TRUE,TRUE,TRUE,TRUE,4
LSM3,TRUE,TRUE,TRUE,TRUE,4
FGD5-AS1,TRUE,TRUE,TRUE,TRUE,4
METTL6,TRUE,TRUE,TRUE,TRUE,4
ZNF385D,TRUE,TRUE,TRUE,TRUE,4
ARPP21,TRUE,TRUE,TRUE,TRUE,4
LRRFIP2,TRUE,TRUE,TRUE,TRUE,4
ACAA1,TRUE,TRUE,TRUE,TRUE,4
SACM1L,TRUE,TRUE,TRUE,TRUE,4
LZTFL1,TRUE,TRUE,TRUE,TRUE,4
KIF9-AS1,TRUE,TRUE,TRUE,TRUE,4
ELP6,TRUE,TRUE,TRUE,TRUE,4
SHISA5,TRUE,TRUE,TRUE,TRUE,4
